title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
The Brothers Bloom,NA,20000000,Adventure,Comedy,Drama,Romance,,114,Rian Johnson,182,0,446,Maximilian Schell,975,Zachary Gordon,41737,3014,Nora Zehetner,4,con man|eccentric|heiress|love|revenge,English,USA,877,6.9,0
The Brothers Grimm,NA,88000000,Adventure,Fantasy,Action,Comedy,Thriller,118,Terry Gilliam,233,0,871,Heath Ledger,13000,Matt Damon,98472,27114,Mackenzie Crook,2,creature|curse|exorcism|girl|village,English,USA,13000,5.9,0
The Brown Bunny,NA,10000000,Drama,,,,,93,Vincent Gallo,115,787,0,Cheryl Tiegs,787,Vincent Gallo,11487,883,Anna Vareschi,0,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,English,USA,96,5,952
The Bucket List,NA,45000000,Drama,Comedy,,,,97,Rob Reiner,207,0,760,Noel Gugliemi,11000,Morgan Freeman,184795,14868,Sean Hayes,1,billionaire|friend|hospital|list|mechanic,English,USA,2000,7.4,22000
The Business of Fancydancing,NA,200000,Music,Drama,,,,103,Sherman Alexie,12,18,61,Leo Rossi,96,William Joseph Elk III,460,314,Cynthia Geary,0,funeral|gay|native american protagonist|poet|reservation,English,USA,90,6.9,96
The Butterfly Effect,"{'id': 52749, 'name': 'The Butterfly Effect Collection', 'poster_path': '/8lkeUgXNSB0foS3wU7rkuMTdMKV.jpg', 'backdrop_path': '/7DsbbkQAKSci07Jp4fJVq3QXSEF.jpg'}",13000000,Science Fiction,Thriller,,,,113,Eric Bress,185,19,829,Eric Stoltz,8000,Logan Lerman,357579,12755,Cameron Bright,0,blackout|child pornography|memory|surprise ending|time travel,English,USA,902,7.7,15000
The Cabin in the Woods,NA,30000000,Horror,Thriller,,,,95,Drew Goddard,634,246,751,Bradley Whitford,26000,Chris Hemsworth,277172,29551,Kristen Connolly,0,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,English,USA,821,7,66000
The Cable Guy,NA,47000000,Comedy,Drama,Thriller,,,96,Ben Stiller,72,0,302,Janeane Garofalo,2000,Matthew Broderick,122347,3718,Andy Dick,1,cable guy|foreplay|friend|kissing|television,English,USA,1000,6,0
The Call,NA,13000000,Crime,Thriller,,,,94,Brad Anderson,285,122,383,Tara Platt,873,Michael Imperioli,88241,2812,Roma Maffia,0,911 operator|calling 911|die hard scenario|head held underwater|white villain,English,USA,461,6.7,23000
The Call of Cthulhu,NA,50000,Horror,Thriller,Fantasy,,,47,Andrew Leman,60,2,5,David Mersault,19,Dan Novy,6261,43,Barry Lynch,0,1920s|cthulhu|dream|sailor|silent film,English,USA,9,7.3,0
The Campaign,NA,0,Comedy,,,,,85,Jay Roach,255,116,329,Thomas Middleditch,8000,Will Ferrell,106790,9271,Katherine LaNasa,0,campaigning|congressman|north carolina|title at the end|u.s. congressman,English,USA,331,6.2,18000
The Canyons,NA,250000,Thriller,Drama,,,,99,Paul Schrader,162,261,461,Gus Van Sant,924,Nolan Gerard Funk,8511,2862,James Deen,0,cocaine|homosexual|penis|psychopath|pubic hair,English,USA,835,3.9,0
The Cave,NA,30000000,Action,Adventure,Horror,Thriller,,97,Bruce Hunt,140,2,258,Cole Hauser,849,Eddie Cibrian,28606,2178,Marcel Iures,0,cave|diver|diving|flare|parasite,English,USA,787,5.1,0
The Celebration,NA,1300000,Drama,,,,,105,Thomas Vinterberg,98,346,141,Paprika Steen,280,Ulrich Thomsen,65951,821,Trine Dyrholm,1,dogme 95|family secret|haunted by the past|secret|speech,Danish,Denmark,278,8.1,5000
The Cell,"{'id': 223564, 'name': 'The Cell Collection', 'poster_path': '/37KiF6CfXJS60E4oBk21Dx8NIcY.jpg', 'backdrop_path': '/s2YI5HKNptBhqrmfFZz2tZxCSJe.jpg'}",33000000,Horror,Science Fiction,Thriller,,,107,Tarsem Singh,225,763,311,Jake Weber,812,Dylan Baker,79877,2474,James Gammon,1,coma|fbi|race against time|serial killer|strong female lead,English,USA,551,6.3,0
The Change-Up,NA,52000000,Comedy,,,,,112,David Dobkin,215,71,634,Olivia Wilde,16000,Ryan Reynolds,136680,28045,Mircea Monroe,2,best friend|fountain|law firm|lawyer|sex,English,USA,10000,6.4,13000
The Charge of the Light Brigade,NA,1200000,Action,Adventure,Drama,War,,115,Michael Curtiz,24,345,94,David Niven,843,Errol Flynn,3418,1621,Spring Byington,3,attack|fort|india|lancer|massacre,English,USA,490,7.1,204
The Children of Huang Shi,NA,40000000,Drama,War,,,,125,Roger Spottiswoode,67,55,2,Guang Li,991,Radha Mitchell,8087,1003,Matthew Walker,4,british|communist|journalist|nurse|orphan,English,Australia,10,7.1,1000
The Chronicles of Narnia: Prince Caspian,"{'id': 420, 'name': 'The Chronicles of Narnia Collection', 'poster_path': '/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg', 'backdrop_path': '/ojjzZUQlqKTsN1T7s5OAVZSjYMH.jpg'}",225000000,Adventure,Family,Fantasy,,,150,Andrew Adamson,258,80,201,Pierfrancesco Favino,22000,Peter Dinklage,149922,22697,Damián Alcázar,4,brother brother relationship|brother sister relationship|good versus evil|king|narnia,English,USA,216,6.6,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","{'id': 420, 'name': 'The Chronicles of Narnia Collection', 'poster_path': '/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg', 'backdrop_path': '/ojjzZUQlqKTsN1T7s5OAVZSjYMH.jpg'}",180000000,Adventure,Family,Fantasy,,,143,Andrew Adamson,284,80,82,Kiran Shah,1000,Jim Broadbent,286506,1317,Shane Rangi,5,hide and seek|lion|magic|professor|snow,English,USA,190,6.9,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,"{'id': 420, 'name': 'The Chronicles of Narnia Collection', 'poster_path': '/sh6Kn8VBfXotJ6qsvJkdfscxXKR.jpg', 'backdrop_path': '/ojjzZUQlqKTsN1T7s5OAVZSjYMH.jpg'}",155000000,Adventure,Family,Fantasy,,,113,Michael Apted,228,150,59,Shane Rangi,531,Bruce Spence,106446,764,Laura Brent,4,dragon|king|mouse|quest|warrior,English,USA,82,6.3,11000
The Chronicles of Riddick,"{'id': 2794, 'name': 'The Chronicles of Riddick Collection', 'poster_path': '/4R2zrqk9KzgxU9UDH3yUUsENXR.jpg', 'backdrop_path': '/xb5zyHecWA7UACdiNPXDA3m5HSY.jpg'}",105000000,Action,Science Fiction,,,,119,David Twohy,207,123,567,Alexa Davalos,14000,Vin Diesel,183909,17159,Christina Cox,0,bounty hunter|escape|necromonger|planet|warrior,English,USA,850,6.7,0
The Circle,NA,18000000,Drama,Thriller,Science Fiction,,,110,Jafar Panahi,64,397,0,Nargess Mamizadeh,5,Fereshteh Sadre Orafaiy,4555,5,Mojgan Faramarzi,0,abortion|bus|hospital|prison|prostitution,Persian,Iran,0,7.5,697
The Clan of the Cave Bear,NA,15000000,Adventure,Drama,,,,98,Michael Chapman,21,70,90,Pamela Reed,876,Curtis Armstrong,4996,1351,Mike Muscat,0,cave bear|cro magnon|neanderthal|survival|tradition,English,USA,324,5.3,843
The Class,NA,0,Drama,,,,,128,Laurent Cantet,212,39,0,Agame Malembo-Emene,15,François Bégaudeau,29248,17,Angélica Sancio,7,high school|inner city|school|student|teacher,French,France,2,7.5,0
The Client,NA,45000000,Drama,Thriller,Crime,Mystery,,119,Joel Schumacher,39,541,551,Anthony LaPaglia,821,Bradley Whitford,45798,4043,Brad Renfro,3,boy|brother|lawyer|mafia|senator,English,USA,577,6.7,1000
The Cold Light of Day,NA,20000000,Action,Thriller,,,,93,Mabrouk El Mechri,119,19,619,Bruce Willis,15000,Henry Cavill,28629,30134,Óscar Jaenada,3,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,English,USA,13000,4.9,0
The Collection,"{'id': 165369, 'name': 'The Collector Collection', 'poster_path': '/AhwErLgytU4ICqvvcIYbAM1xeeu.jpg', 'backdrop_path': '/4x4mtl1xgxIH5yxGr05L1WZeTjG.jpg'}",0,Horror,Thriller,,,,94,Marcus Dunstan,147,87,444,Johanna Braddy,1000,Daniel Sharman,36029,3818,Lee Tergesen,0,booby trap|brainwashing|mercenary|serial killer|trap,English,USA,581,6.1,14000
The Color of Money,"{'id': 387219, 'name': 'The Hustler Collection', 'poster_path': '/8kBQvshMpK76aET1hLfAxnDle5W.jpg', 'backdrop_path': None}",13800000,Drama,,,,,119,Martin Scorsese,59,17000,638,Bill Cobbs,10000,Tom Cruise,57831,11895,Mary Elizabeth Mastrantonio,1,hustler|losing|pool|pool player|tournament,English,USA,970,7,0
The Color Purple,NA,15000000,Drama,,,,,154,Steven Spielberg,70,14000,271,Rae Dawn Chong,852,Oprah Winfrey,60988,2592,Dana Ivey,0,book strap|girl|racial discrimination|racial tension|stereotype,English,USA,581,7.8,6000
The Company,NA,15000000,Drama,,,,,112,NA,9,NA,527,Tom Hollander,857,Anna Silk,3828,3809,Alessandro Nivola,3,cia|mole|revolution|spy|ussr,English,USA,555,7.9,733
The Conformist,NA,750000,Drama,,,,,107,Bernardo Bertolucci,120,973,48,Stefania Sandrelli,319,Jean-Louis Trintignant,17813,500,Dominique Sanda,1,fascist|gun|italy|nudity|sexuality,Italian,Italy,90,8.1,0
The Conjuring,"{'id': 313086, 'name': 'The Conjuring Collection', 'poster_path': '/z5VKhNSQKQyxm0co68HAkCqHnmX.jpg', 'backdrop_path': '/opwZzjx69QvbSX1zbC0sc4J4KBX.jpg'}",13000000,Horror,Thriller,,,,112,James Wan,511,0,697,Lili Taylor,6000,Mackenzie Foy,300110,9049,Hayley McFarland,0,based on true story|farmhouse|paranormal investigator|rhode island|supernatural power,English,USA,960,7.5,131000
The Conjuring 2,"{'id': 313086, 'name': 'The Conjuring Collection', 'poster_path': '/z5VKhNSQKQyxm0co68HAkCqHnmX.jpg', 'backdrop_path': '/opwZzjx69QvbSX1zbC0sc4J4KBX.jpg'}",40000000,Horror,,,,,134,James Wan,300,0,336,Frances O'Connor,1000,Javier Botet,64989,2676,Robin Atkin Downes,0,based on supposedly true story|house|paranormal investigating|psychic|second part,English,USA,575,7.8,40000
The Conspirator,NA,25000000,Crime,Drama,History,,,122,Robert Redford,199,0,939,Tom Wilkinson,18000,Robin Wright,23696,21163,Stephen Root,0,john wilkes booth|lawyer|lincoln assassination|trial|truth,English,USA,1000,7,0
The Constant Gardener,NA,25000000,Drama,Mystery,Thriller,,,129,Fernando Meirelles,226,353,151,Danny Huston,883,Archie Panjabi,111351,1565,Donald Sumpter,0,death|diplomat|doctor|kenya|murder,English,UK,430,7.5,0
The Contender,NA,9000000,Drama,Thriller,,,,126,Rod Lurie,136,37,883,Gary Oldman,12000,Jeff Bridges,20449,25660,William Petersen,0,bridge|governor|political thriller|president|vice president,English,USA,10000,7,1000
The Conversation,NA,1600000,Crime,Drama,Mystery,,,113,Francis Ford Coppola,149,0,324,Teri Garr,11000,Harrison Ford,74651,12157,Cindy Williams,2,corruption|neo noir|recording|saxophone|surveillance,English,USA,481,7.9,6000
The Cookout,NA,16000000,Comedy,Drama,,,,97,Lance Rivera,21,3,578,Vincent Pastore,1000,Farrah Fawcett,2385,3835,Jenifer Lewis,1,flatulence|interracial marriage|marriage,English,USA,584,3.6,177
The Cooler,NA,32000000,Drama,Romance,,,,101,Wayne Kramer,157,47,407,Paul Sorvino,658,Estella Warren,28714,3086,Shawn Hatosy,1,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,English,USA,636,7,762
The Core,NA,60000000,Action,Thriller,Adventure,Science Fiction,,136,Jon Amiel,149,36,106,Tchéky Karyo,894,Glenn Morshower,77029,1439,Rekha Sharma,0,core|earth|natural disaster|pacemaker|scientist,English,USA,345,5.4,0
The Corruptor,NA,25000000,Action,Crime,Mystery,Thriller,,110,James Foley,91,164,45,Paul Ben-Victor,258,Byron Mann,15358,571,Kim Chan,2,chinatown|illegal immigrant|new york|police|triad,English,USA,218,6,328
The Cotton Club,NA,58000000,Music,Drama,Crime,Romance,,127,Francis Ford Coppola,36,0,886,Bob Hoskins,12000,Nicolas Cage,12771,18793,Fred Gwynne,1,brothers hugging|jazz|jealousy|nudity|parole violation,English,USA,5000,6.5,828
The Counselor,NA,25000000,Thriller,Crime,Drama,,,117,Ridley Scott,336,0,1000,Brad Pitt,13000,Michael Fassbender,80861,27797,Goran Visnjic,4,cunnilingus|drug trafficking|lawyer|no panties|shootout,English,USA,11000,5.3,24000
The Count of Monte Cristo,NA,35000000,Action,Adventure,Drama,Thriller,,131,Kevin Reynolds,138,58,720,James Frain,15000,Henry Cavill,104991,17152,Michael Wincott,1,count|escape|island|revenge|sailor,English,UK,1000,7.7,0
The Country Bears,NA,35000000,Adventure,Comedy,Family,,,88,Peter Hastings,43,0,939,Alex Rocco,3000,Haley Joel Osment,3875,8189,Stephen Root,1,animal in title|bear|box office flop|disney|satire,English,USA,968,4,422
The Covenant,NA,20000000,Action,Adventure,Fantasy,Horror,Science Fiction,97,Renny Harlin,120,212,637,Kyle Schmid,960,Laura Ramsey,39541,3261,Toby Hemingway,0,family secret|friendship between men|magic|supernatural power|teenager,English,USA,917,5.3,3000
The Craft,NA,15000000,Drama,Fantasy,Horror,Thriller,,101,Andrew Fleming,93,26,266,Rachel True,838,Christine Taylor,57140,1812,Brenda Strong,0,coven|occult|outcast|spell|witch,English,USA,328,6.2,6000
The Crazies,NA,275000,Action,Horror,Thriller,,,103,Breck Eisner,308,42,219,Glenn Morshower,991,Radha Mitchell,93272,2609,John Aylward,0,deputy|iowa|rural setting|sheriff|survival,English,USA,894,6.5,0
The Crazies,NA,20000000,Mystery,Horror,Action,,,101,Breck Eisner,308,42,219,Glenn Morshower,991,Radha Mitchell,93272,2609,John Aylward,0,deputy|iowa|rural setting|sheriff|survival,English,USA,894,6.5,0
The Crew,NA,3600000,Drama,Action,Thriller,Crime,,117,Michael Dinner,53,12,249,Dan Hedaya,327,Seymour Cassel,3914,1509,Lainie Kazan,4,beach|drug lord|drugs|hotel|stripper,English,USA,281,5.6,153
The Crocodile Hunter: Collision Course,NA,0,Family,Action,Adventure,,,90,John Stainton,61,0,234,Aden Young,477,Steve Irwin,5663,1483,Steve Bastoni,0,cia|crocodile|satellite|snake|spider,English,Australia,238,5.4,332
The Croods,"{'id': 464577, 'name': 'The Croods Collection', 'poster_path': '/ngKY2KzudNpC7j8a0OWjJRY0tHv.jpg', 'backdrop_path': None}",135000000,Adventure,Animation,Comedy,Family,Fantasy,98,Kirk De Micco,257,16,12000,Emma Stone,16000,Ryan Reynolds,150618,43286,Nicolas Cage,3,cave|caveman|journey|strict father|survival,English,USA,15000,7.3,28000
The Crow,"{'id': 9436, 'name': 'The Crow Collection', 'poster_path': '/kfU8OZptlBfR5DL9LNGL301Zmlz.jpg', 'backdrop_path': '/6sGKUZfV4g5d2LT4CsG89o0416W.jpg'}",15000000,Fantasy,Action,Thriller,,,102,Alex Proyas,118,295,380,Bai Ling,720,Michael Wincott,136580,2630,David Patrick Kelly,0,back from the dead|crime boss|crow|gothic|vigilante,English,USA,581,7.6,15000
The Cry of the Owl,NA,11500000,Drama,,,,,101,Jamie Thraves,35,2,388,Caroline Dhavernas,680,Paddy Considine,3737,1780,Charlotte Sullivan,2,isolated house|promotion|river|small town|stalking,English,UK,544,6,443
The Crying Game,NA,3705538,Romance,Crime,Drama,Thriller,,112,Neil Jordan,63,277,327,Miranda Richardson,1000,Jim Broadbent,41361,2412,Stephen Rea,0,androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love,English,UK,530,7.3,0
The Curious Case of Benjamin Button,NA,150000000,Fantasy,Drama,Thriller,Mystery,Romance,166,David Fincher,362,21000,919,Jason Flemyng,11000,Brad Pitt,459346,13333,Julia Ormond,2,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,English,USA,1000,7.8,23000
The Curse of Downers Grove,NA,2000000,Thriller,Mystery,Horror,Drama,,89,Derick Martini,32,20000,618,Bella Heathcote,2000,Kevin Zegers,1040,4968,Tom Arnold,1,NA,English,USA,860,4.5,0
The Curse of the Were-Rabbit,"{'id': 529, 'name': 'Wallace & Gromit Collection', 'poster_path': '/993pCCMO9g9RQUtNDxQgE1B330H.jpg', 'backdrop_path': '/huyrvVKEKa9czUY89fnvaAVAtkX.jpg'}",30000000,Adventure,Animation,Comedy,Family,,85,Steve Box,209,9,100,Geraldine McEwan,567,Mark Gatiss,98160,1145,Peter Sallis,0,competition|giant vegetable|pest control|stop motion animation|vegetable,English,UK,269,7.5,0
The Da Vinci Code,"{'id': 115776, 'name': 'Robert Langdon Collection', 'poster_path': '/mZDeXsVhBxnWD3tGOQ69vKS3WYL.jpg', 'backdrop_path': '/j1IqpLhCypllamjKe6C2RstjfEQ.jpg'}",125000000,Thriller,Mystery,,,,149,Ron Howard,294,2000,362,Seth Gabel,15000,Tom Hanks,314253,16008,Jürgen Prochnow,2,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,English,USA,574,6.6,0
The Damned United,NA,10000000,Drama,,,,,97,Tom Hooper,145,0,27,Mark Bazeley,1000,Stephen Graham,32307,1163,Maurice Roëves,2,cup|derby county|flashback|football|leeds united,English,UK,54,7.6,0
The Dark Hours,NA,500000,Horror,Science Fiction,Thriller,,,80,Paul Fox,80,3,39,Jeff Seymour,108,Dov Tiefenbach,4788,272,Gordon Currie,0,brain tumor|champagne|game|psychiatrist|weekend,English,Canada,64,6.1,166
The Dark Knight,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}",185000000,Drama,Action,Crime,Thriller,,152,Christopher Nolan,645,22000,11000,Heath Ledger,23000,Christian Bale,1676169,57802,Morgan Freeman,0,based on comic book|dc comics|psychopath|star died before release|urban setting,English,USA,13000,9,37000
The Dark Knight Rises,"{'id': 263, 'name': 'The Dark Knight Collection', 'poster_path': '/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg', 'backdrop_path': '/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg'}",250000000,Action,Crime,Drama,Thriller,,165,Christopher Nolan,813,22000,23000,Christian Bale,27000,Tom Hardy,1144337,106759,Joseph Gordon-Levitt,0,deception|imprisonment|lawlessness|police officer|terrorist plot,English,USA,23000,8.5,164000
The Darkest Hour,NA,30000000,Horror,Action,Thriller,Science Fiction,,89,Chris Gorak,195,21,48,Veronika Vernadskaya,614,Max Minghella,49312,843,Dato Bakhtadze,0,alien|aurora borealis|critically bashed|killing an animal|nightclub,English,USA,150,4.9,0
The Day After Tomorrow,NA,125000000,Action,Adventure,Science Fiction,Thriller,,124,Roland Emmerich,239,776,812,Dennis Quaid,15000,Jake Gyllenhaal,333248,20553,Sela Ward,0,climate|end of the world|global warming|natural disaster|weather,English,USA,2000,6.4,19000
The Day the Earth Stood Still,NA,80000000,Drama,Science Fiction,Thriller,,,104,Scott Derrickson,276,301,71,Jon Hamm,18000,Keanu Reeves,139426,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,English,USA,4000,5.5,0
The Day the Earth Stood Still,NA,80000000,Drama,Science Fiction,Thriller,,,104,Scott Derrickson,276,301,71,Jon Hamm,18000,Keanu Reeves,139423,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,English,USA,4000,5.5,0
The Day the Earth Stood Still,NA,1200000,Drama,Science Fiction,Thriller,,,92,Scott Derrickson,276,301,71,Jon Hamm,18000,Keanu Reeves,139426,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,English,USA,4000,5.5,0
The Day the Earth Stood Still,NA,1200000,Drama,Science Fiction,Thriller,,,92,Scott Derrickson,276,301,71,Jon Hamm,18000,Keanu Reeves,139423,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,English,USA,4000,5.5,0
The Dead Zone,NA,10000000,Horror,Science Fiction,Thriller,,,103,David Cronenberg,112,0,275,Herbert Lom,1000,Tom Skerritt,44804,2013,Anthony Zerbe,0,car accident|coma|evil politician|psychic|vision,English,USA,278,7.2,0
The Dead Zone,NA,10000000,Horror,Science Fiction,Thriller,,,103,NA,18,NA,186,Nicole de Boer,443,David Ogden Stiers,7122,981,Chris Bruno,1,psychic|psychic power|psychometry|spin off|supernatural power,English,Canada,319,7.5,576
The Death and Life of Bobby Z,NA,22000000,Drama,Action,Thriller,Crime,,97,John Herzfeld,30,17,1000,Olivia Wilde,23000,Paul Walker,12078,37457,Jason Flemyng,2,drug lord|on the run|prison|vegan|vegetarian,English,USA,10000,5.9,0
The Debt,NA,20000000,Drama,Thriller,,,,113,John Madden,258,108,22,Jesper Christensen,1000,Tom Wilkinson,55441,1136,Romi Aboulafia,3,east berlin|kiev ukraine|mossad|nazi|nazi war criminal,English,USA,100,6.9,0
The Deep End of the Ocean,NA,38000000,Drama,Mystery,,,,106,Ulu Grosbard,54,22,613,Treat Williams,2000,Alexa PenaVega,10413,4327,Jonathan Jackson,1,basketball|boy|italian|kidnapping a child|reunion,English,USA,642,6.3,579
The Deer Hunter,NA,15000000,Drama,War,,,,183,Michael Cimino,140,517,652,Meryl Streep,22000,Robert De Niro,232577,34025,John Savage,2,escape|friend|party|pittsburgh steelers|vietnam,English,UK,11000,8.2,11000
The Departed,NA,90000000,Drama,Thriller,Crime,,,151,Martin Scorsese,352,17000,1000,Matt Damon,29000,Leonardo DiCaprio,873649,45648,Ray Winstone,0,boston|mole|police|undercover|undercover cop,English,USA,13000,8.5,29000
The Descendants,NA,20000000,Comedy,Drama,,,,115,Alexander Payne,549,729,552,Nick Krause,8000,Shailene Woodley,205284,9578,Beau Bridges,0,boating accident|daughters|father daughter relationship|hospital|marriage,English,USA,727,7.3,22000
The Devil's Advocate,NA,57000000,Drama,Horror,Mystery,Thriller,,144,Taylor Hackford,117,138,9000,Al Pacino,18000,Keanu Reeves,259519,45271,Charlize Theron,2,deal with the devil|lawyer|money|reality|supernatural power,English,USA,14000,7.5,11000
The Devil's Double,NA,19100000,Drama,Action,Thriller,Crime,War,109,Lee Tamahori,167,93,521,Dominic Cooper,31000,Mem Ferda,53977,35561,Ludivine Sagnier,1,betrayal|debauchery|lust|palace|saddam hussein,English,Belgium,3000,7.1,14000
The Devil's Own,NA,90000000,Crime,Thriller,Drama,,,107,Alan J. Pakula,66,79,2000,Brad Pitt,11000,Harrison Ford,45602,26088,Natascha McElhone,0,friendship|murder|northern ireland|police officer|terrorist,English,USA,11000,6.1,979
