title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
The Silence of the Lambs,"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",19000000,Crime,Drama,Thriller,,,4.307222,Orion Pictures,Strong Heart/Demme Production,2,1,1991,2/1/1991,272742922,119,Jonathan Demme,185,438,173,Scott Glenn,12000,Anthony Hopkins,887467,13184,Anthony Heald,0,case file|fbi agent|psycho thriller|psychopath|serial killer,English,United States,826,8.6,40000
The Simpsons Movie,NA,75000000,Animation,Comedy,Family,,,14.302911,Gracie Films,Twentieth Century Fox Film Corporation,7,25,2007,7/25/2007,527068851,87,David Silverman,299,30,433,Yeardley Smith,745,Albert Brooks,259083,3086,Marcia Wallace,0,alaska|dome|lake|pig|the simpsons,English,United States,440,7.4,0
The Sisterhood of the Traveling Pants,"{'id': 17368, 'name': 'The Sisterhood of the Traveling Pants Collection', 'poster_path': '/kq1Hu7CmNyKJ5XTW5BK9yqOlQfi.jpg', 'backdrop_path': '/u0kYMfyYCEKuWvf3zZLorEhUnited KingdomzR.jpg'}",25000000,Drama,Comedy,,,,9.263965,DiNovi Pictures,Alcon Entertainment,6,1,2005,6/1/2005,39053061,119,Ken Kwapis,88,42,917,America Ferrera,2000,Mike Vogel,44838,6862,Kyle Schmid,0,friendship|jeans|pants|summer|vacation,English,United States,953,6.6,0
The Sisterhood of the Traveling Pants 2,"{'id': 17368, 'name': 'The Sisterhood of the Traveling Pants Collection', 'poster_path': '/kq1Hu7CmNyKJ5XTW5BK9yqOlQfi.jpg', 'backdrop_path': '/u0kYMfyYCEKuWvf3zZLorEhUnited KingdomzR.jpg'}",27000000,Adventure,Comedy,Drama,Family,,4.631978,,,8,6,2008,8/6/2008,44352417,117,Sanaa Hamri,73,43,523,Blythe Danner,953,America Ferrera,22304,3525,Michael Rady,4,actor|drawing|friendship|pregnancy|turkey,English,United States,713,6.2,894
The Sitter,NA,25000000,Comedy,,,,,13.105682,Twentieth Century Fox Film Corporation,Michael De Luca Productions,12,9,2011,12/9/2011,34942188,81,David Gordon Green,146,234,370,J.B. Smoove,904,Ari Graynor,60202,3850,Kylie Bunbury,3,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,English,United States,555,5.7,0
The Sixth Sense,NA,40000000,Mystery,Thriller,Drama,,,18.449169,Spyglass Entertainment,The Kennedy/Marshall Company,8,6,1999,8/6/1999,672806292,107,M. Night Shyamalan,234,0,766,Haley Joel Osment,13000,Bruce Willis,704766,17540,Olivia Williams,0,able to see the dead|ghost|plot twist|psychic|surprise ending,English,United States,3000,8.1,14000
The Skeleton Key,NA,43000000,Drama,Horror,Mystery,Thriller,,10.947957,Universal Pictures,MFPV Film,7,29,2005,7/29/2005,91974818,104,Iain Softley,193,34,280,Deneen Tyler,545,Gena Rowlands,87447,1274,Joy Bryant,0,attic|bound and gagged|hoodoo|secret|southern gothic,English,United States,351,6.5,0
The Skeleton Twins,NA,0,Drama,,,,,9.44394,Duplass Brothers Productions,Venture Forth,1,18,2014,1/18/2014,5284309,90,Craig Johnson,185,7,180,Boyd Holbrook,3000,Ty Burrell,31254,3986,Kathleen Rose Perkins,2,adultery|brother sister relationship|estrangement|siblings|suicide attempt,English,United States,439,6.8,0
The Skulls,"{'id': 8647, 'name': 'The Skulls Collection', 'poster_path': '/392GB5TvPpFYiGsjQpABlPOluxh.jpg', 'backdrop_path': None}",15000000,Crime,Drama,Thriller,,,11.363754,Universal Pictures,Original Film,3,31,2000,3/31/2000,35007180,106,Rob Cohen,102,357,883,Leslie Bibb,23000,Paul Walker,26846,26652,William Petersen,0,college|friend|ivy league|secret society|suicide,English,United States,1000,5.6,0
The Smurfs,"{'id': 134897, 'name': 'The Smurfs (Theatrical) Collection', 'poster_path': '/m5p3J2GVAWkHc5UW7mDGXCt7nO7.jpg', 'backdrop_path': '/wMtKE8b0iBt0fZF28vcUiA7ghVt.jpg'}",110000000,Animation,Family,Adventure,Comedy,Fantasy,10.219758,Columbia Pictures,Sony Pictures Animation,7,29,2011,7/29/2011,563749323,103,Raja Gosnell,172,67,111,Tim Gunn,383,Mahadeo Shivraj,66593,692,Madison McKinley,3,blue|new york|new york city|no opening credits|smurf,English,United States,113,5.5,31000
The Smurfs 2,"{'id': 134897, 'name': 'The Smurfs (Theatrical) Collection', 'poster_path': '/m5p3J2GVAWkHc5UW7mDGXCt7nO7.jpg', 'backdrop_path': '/wMtKE8b0iBt0fZF28vcUiA7ghVt.jpg'}",105000000,Fantasy,Family,Comedy,Animation,,10.640864,Columbia Pictures,Sony Pictures Animation,7,30,2013,7/30/2013,347434178,105,Raja Gosnell,125,67,40,Nancy O'Dell,681,Jacob Tremblay,27257,914,Vanessa Matsui,3,based on cartoon|box office hit|no opening credits|sequel|smurf,English,United States,71,5.4,0
The Social Network,NA,40000000,Drama,,,,,16.972995,Columbia Pictures,Scott Rudin Productions,9,30,2010,9/30/2010,224920315,120,David Fincher,556,21000,81,Dustin Fitzsimons,10000,Andrew Garfield,479453,10555,Marcella Lentz-Pope,0,competitiveness|creator|entrepreneur|facebook|intellectual property,English,United States,349,7.7,74000
The Soloist,NA,60000000,Drama,,,,,11.328316,DreamWorks,Universal Pictures,4,24,2009,4/24/2009,31720158,109,Joe Wright,210,456,569,Stephen Root,21000,Robert Downey Jr.,44099,23745,Rachael Harris,0,columnist|journalist|los angeles times|musician|wearing a traffic cone as a hat,English,United Kingdom,939,6.7,0
The Son of No One,NA,15000000,Drama,Thriller,Crime,,,11.314303,Millennium Films,,11,4,2011,11/4/2011,0,90,Dito Montiel,62,68,642,Al Pacino,17000,Channing Tatum,14280,32814,Tracy Morgan,5,housing project|letter|man with glasses|murder|subjective camera,English,United States,14000,5.1,0
The Sorcerer's Apprentice,NA,150000000,Fantasy,Adventure,Action,Comedy,Drama,12.533525,Walt Disney Pictures,Jerry Bruckheimer Films,7,13,2010,7/13/2010,215283742,109,Jon Turteltaub,235,226,370,Omar Benson Miller,12000,Nicolas Cage,124185,13388,Robert Capron,0,chosen one|enchanted object|love|spell|training,English,United States,418,6.1,11000
The Sound of Music,NA,8200000,Drama,Family,Music,Romance,,9.06773,Twentieth Century Fox Film Corporation,Robert Wise Productions,3,2,1965,3/2/1965,286214286,174,Robert Wise,119,338,195,Angela Cartwright,354,Eleanor Parker,148172,1495,Nicholas Hammond,3,austria|children|governess|love|orchestral music score,English,United States,209,8,15000
The Spanish Prisoner,NA,10000000,Crime,Drama,Mystery,Thriller,,4.305735,Jean Doumanian Productions,Sweetland Films,9,8,1997,9/8/1997,13835130,110,David Mamet,97,342,393,Felicity Huffman,623,Ben Gazzara,18697,1722,Campbell Scott,0,brother sister relationship|extradition|fbi|japanese tourist|secret,English,United States,508,7.3,578
The Specialist,NA,45000000,Action,Thriller,,,,10.388183,Jerry Weintraub Productions,Warner Bros.,10,7,1994,10/7/1994,170362582,110,Luis Llosa,38,49,20,Rod Steiger,13000,Sylvester Stallone,50148,13331,Emilio Estefan Jr.,2,bomb|cia|explosive|explosives expert|miami florida,English,Peru,279,5.4,0
The Spectacular Now,NA,2500000,Comedy,Drama,Romance,,,8.098964,21 Laps Entertainment,Andrew Lauren Productions (ALP),8,2,2013,8/2/2013,6854611,95,James Ponsoldt,220,53,478,Jennifer Jason Leigh,8000,Shailene Woodley,105591,10040,Dayo Okeniyi,1,crying man|high school|high school senior|men's clothing store|party,English,United States,1000,7.1,10000
The Spiderwick Chronicles,NA,90000000,Adventure,Family,Fantasy,,,11.133784,Paramount Pictures,The Kennedy/Marshall Company,2,14,2008,2/14/2008,162839667,95,Mark Waters,198,70,330,Tod Fennell,770,Martin Short,68935,1614,Joan Plowright,0,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,English,United States,419,6.6,0
The Spirit,NA,60000000,Action,Comedy,Thriller,Crime,Science Fiction,5.762005,DC Comics,Lionsgate,12,25,2008,12/25/2008,39031337,103,Frank Miller,223,436,437,Jaime King,19000,Scarlett Johansson,53864,20881,Louis Lombardi,1,female star appears nude|pants falling down|samurai|white rat|woman in a towel,English,United States,961,4.8,2000
The SpongeBob Movie: Sponge Out of Water,"{'id': 275402, 'name': 'SpongeBob Collection', 'poster_path': '/zv4VJSaq39RNAshQOHtUANdZmAG.jpg', 'backdrop_path': '/uDbMvHRX0LMUxmsMyOOrPeLYHO5.jpg'}",74000000,Animation,Adventure,Comedy,Family,,12.334689,Paramount Pictures,Nickelodeon Movies,2,5,2015,2/5/2015,311594032,93,Paul Tibbitt,147,5,726,Billy West,870,Tim Conway,34359,5217,Eddie Deezen,0,book|magic|pirate|plankton|time machine,English,United States,861,6,16000
The SpongeBob SquarePants Movie,"{'id': 275402, 'name': 'SpongeBob Collection', 'poster_path': '/zv4VJSaq39RNAshQOHtUANdZmAG.jpg', 'backdrop_path': '/uDbMvHRX0LMUxmsMyOOrPeLYHO5.jpg'}",30000000,Animation,Comedy,Family,,,11.213712,Paramount Pictures,Nickelodeon Movies,11,14,2004,11/14/2004,140161792,87,Stephen Hillenburg,89,47,217,Bill Fagerbakke,19000,Scarlett Johansson,58906,20097,Rodger Bumpass,0,based on tv series|crown|dream|king neptune|plankton,English,United States,542,7,0
The Spy Next Door,NA,28000000,Action,Comedy,Family,,,6.663422,Robert Simonds Productions,Relativity Media,1,15,2010,1/15/2010,45236543,94,Brian Levant,97,32,453,Amber Valletta,1000,Madeline Carroll,29971,3436,George Lopez,4,chinese|cia|single mother|spy|terrorist,English,United States,626,5.4,0
The Spy Who Loved Me,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",14000000,Adventure,Action,Thriller,,,9.781451,United Artists,Eon Productions,7,7,1977,7/7/1977,185438673,125,Lewis Gilbert,112,43,238,Desmond Llewelyn,456,Caroline Munro,76477,1326,Barbara Bach,2,1970s|cult film|official james bond series|submarine|world war three,English,United Kingdom,244,7.1,0
The Squid and the Whale,NA,1500000,Comedy,Drama,,,,10.952762,Destination Films,Samuel Goldwyn Films,10,5,2005,10/5/2005,11098131,81,Noah Baumbach,110,387,18,Elizabeth Meriwether,436,William Baldwin,60295,479,Owen Kline,0,boy|divorce|tennis|tennis coach|writer,English,United States,25,7.4,0
The Station Agent,NA,500000,Drama,Comedy,,,,5.85469,Next Wednesday Productions,SenArt Films,1,26,2003,1/26/2003,8679814,88,Tom McCarthy,154,310,587,Joe Lo Truglio,22000,Peter Dinklage,58260,24419,Paula Garcés,0,abandoned|depot|dwarf|newfoundland new jersey|train,English,United States,833,7.7,0
The Stepford Wives,NA,90000000,Action,Comedy,Science Fiction,,,10.81552,Paramount Pictures,De Line Pictures,6,10,2004,6/10/2004,102000000,93,Frank Oz,169,0,465,Matthew Broderick,11000,Jon Lovitz,49739,13748,Roger Bart,1,community|connecticut|fem bot|tv producer|writer,English,United States,2000,5.2,0
The Sticky Fingers of Time,NA,250000,Science Fiction,Drama,,,,0.623073,,,6,6,1997,6/6/1997,0,90,Hilary Brougher,8,0,5,Samantha Buck,119,James Urbaniak,336,154,Terumi Matthews,0,future|nonlinear timeline|time travel|title directed by female|writer,English,United States,24,6.3,67
The Sting,"{'id': 330605, 'name': 'The Sting Collection', 'poster_path': None, 'backdrop_path': None}",5500000,Comedy,Crime,Drama,,,12.016821,Universal Pictures,,12,25,1973,12/25/1973,159616327,129,George Roy Hill,119,131,417,Robert Shaw,1000,Eileen Brennan,175607,2387,Ray Walston,0,con|con man|courier|long con|murder,English,United States,559,8.3,0
The Story of Us,NA,50000000,Comedy,Drama,Romance,,,5.769957,Universal Pictures,Castle Rock Entertainment,10,13,1999,10/13/1999,58900031,95,Rob Reiner,99,0,323,Tim Matheson,13000,Bruce Willis,18404,14706,Rita Wilson,1,four word title|husband wife relationship|male rear nudity|marriage|summer camp,English,United States,559,5.9,0
The Straight Story,NA,10000000,Drama,,,,,14.580995,Walt Disney Pictures,Channel Four Films,10,15,1999,10/15/1999,0,112,David Lynch,143,0,201,Richard Farnsworth,874,Sissy Spacek,63733,1351,Everett McGill,0,cane|iowa|lawn mower|tractor|wisconsin,English,France,262,8,0
The Sum of All Fears,"{'id': 192492, 'name': 'The Jack Ryan Collection', 'poster_path': '/uCuiExsQDyJagov5aVAyw38YEm.jpg', 'backdrop_path': '/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg'}",68000000,Thriller,Action,Drama,,,9.268136,Paramount Pictures,Mace Neufeld Productions,5,31,2002,5/31/2002,193000000,124,Phil Alden Robinson,176,31,497,Bruce McGill,11000,Morgan Freeman,86504,12556,Philip Baker Hall,0,analyst|cia|nuclear bomb|nuclear weapons|russia,English,United States,655,6.4,0
The Sweeney,NA,3730500,Action,Drama,Crime,,,5.311336,Vertigo Films,Exponential Films,9,11,2012,9/11/2012,6294161,112,Nick Love,111,63,422,Ray Winstone,2000,Hayley Atwell,16445,4810,Alan Ford,4,bank|criminal|detective|flying squad|policewoman,English,United Kingdom,1000,6.1,0
The Sweet Hereafter,NA,5000000,Drama,,,,,6.002992,Fine Line Features,Alliance Communications,5,14,1997,5/14/1997,3263585,112,Atom Egoyan,120,460,395,Sarah Polley,990,Bruce Greenwood,26720,2820,Simon Baker,0,anger|bus|child|lawyer|school,English,Canada,900,7.7,920
The Sweetest Thing,NA,43000000,Romance,Comedy,,,,8.889064,Konrad Pictures,,4,12,2002,4/12/2002,68696770,84,Roger Kumble,99,16,16,Lillian Adams,44,Judith Chapman,46158,132,Chelsea Bond,3,female removes her clothes|roommate|voyeur|voyeurism|wedding,English,United States,28,5.1,0
The Switch,NA,19000000,Comedy,Romance,Drama,,,5.695408,Mandate Pictures,Bona Fide Productions,5,11,2010,5/11/2010,49830607,101,Josh Gordon,181,8,110,Scott Elrod,544,Caroline Dhavernas,77987,1292,Kelli Barrett,2,artificial insemination|best friend|new york city|sperm|sperm donor,English,United States,449,6.1,0
The Tailor of Panama,NA,21000000,Drama,Thriller,,,,6.226933,Columbia Pictures,Merlin Films,2,11,2001,2/11/2001,28008462,109,John Boorman,104,128,1000,Jamie Lee Curtis,11000,Daniel Radcliffe,23728,14995,Mark Margolis,0,canal|panama|president|spy|tailor,English,United States,2000,6.1,813
The Taking of Pelham 1 2 3,NA,100000000,Thriller,Drama,Crime,,,15.09911,Columbia Pictures,Escape Artists,6,11,2009,6/11/2009,150166126,106,Tony Scott,267,12000,385,Ramon Rodriguez,18000,Denzel Washington,149998,19906,Michael Rispoli,1,hijack|hostage|ransom|subway|train,English,United States,464,6.4,0
The Tale of Despereaux,NA,60000000,Adventure,Animation,Family,,,12.364579,Larger Than Life Productions,,12,19,2008,12/19/2008,50877145,93,Sam Fell,118,18,903,Matthew Broderick,9000,Emma Watson,31209,13403,Frank Langella,0,book|darkness|dungeon|princess|rat,English,United Kingdom,2000,6.1,0
The Talented Mr. Ripley,NA,40000000,Thriller,Crime,Drama,,,11.65502,Paramount Pictures,Miramax Films,12,25,1999,12/25/1999,128798265,139,Anthony Minghella,203,333,1000,Matt Damon,22000,Philip Seymour Hoffman,137891,36810,Jack Davenport,1,1950s|italy|mistaken identity|nudity|sociopath,English,United States,13000,7.3,0
The Terminal,NA,60000000,Comedy,Drama,,,,14.092373,DreamWorks SKG,Amblin Entertainment,6,17,2004,6/17/2004,219417255,128,Steven Spielberg,151,14000,232,Chi McBride,15000,Tom Hanks,303864,16199,Barry Shabaka Henley,0,airport|construction site|fish out of water|flight attendant|man without a country,English,United States,466,7.3,16000
The Terminator,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",6400000,Action,Thriller,Science Fiction,,,19.293562,Orion Pictures,Pacific Western,10,26,1984,10/26/1984,78371200,108,James Cameron,204,0,255,Brian Thompson,2000,Michael Biehn,600266,3582,Paul Winfield,1,cyborg|future war|robot|shootout in a police station|urban setting,English,United Kingdom,663,8.1,13000
The Texas Chain Saw Massacre,"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}",85000,Horror,,,,,15.526413,New Line Cinema,Vortex,10,1,1974,10/1/1974,30859000,83,Tobe Hooper,277,365,177,Edwin Neal,383,Gunnar Hansen,96410,1094,Marilyn Burns,0,cannibal|chainsaw|hitchhiker|independent film|leatherface,English,United States,371,7.5,0
The Texas Chain Saw Massacre,"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}",85000,Horror,,,,,15.526413,New Line Cinema,Vortex,10,1,1974,10/1/1974,30859000,83,Tobe Hooper,277,365,177,Edwin Neal,383,Gunnar Hansen,96411,1094,Marilyn Burns,0,cannibal|chainsaw|hitchhiker|independent film|leatherface,English,United States,371,7.5,0
The Texas Chainsaw Massacre 2,"{'id': 111751, 'name': 'Texas Chainsaw Massacre Collection', 'poster_path': '/lxYgt4gS4CEvfC2ZCa83IiOsOiu.jpg', 'backdrop_path': '/1zIwt7gUyxKhOKYXN5XNGdGxwHg.jpg'}",4700000,Horror,,,,,9.501011,Cannon Films,,8,22,1986,8/22/1986,8025872,101,Tobe Hooper,159,365,14,Lou Perryman,237,Bill Johnson,19234,302,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,English,United States,28,5.5,0
The Texas Chainsaw Massacre: The Beginning,"{'id': 425175, 'name': 'Texas Chainsaw (Reboot) Collection', 'poster_path': '/aLObVUVnJAl0yaA4LVEMcYJYdD5.jpg', 'backdrop_path': '/9z2HzirMPY51IBrBTFlt21JX3iP.jpg'}",16000000,Horror,,,,,10.516112,New Line Cinema,Next Entertainment,10,6,2006,10/6/2006,0,91,Jonathan Liebesman,196,473,597,Jordana Brewster,20000,Matt Bomer,56269,26402,Lew Temple,0,cannibal|car accident|leatherface|psychopath|slaughterhouse,English,United States,4000,5.9,0
The Theory of Everything,NA,15000000,Drama,Romance,,,,11.85302,Working Title Films,,11,26,2014,11/26/2014,123726688,123,James Marsh,419,120,149,Emily Watson,13000,Eddie Redmayne,265507,14100,Simon McBurney,0,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,English,United Kingdom,876,7.7,90000
The Thin Red Line,NA,52000000,Drama,History,War,,,9.783966,Fox 2000 Pictures,Phoenix Pictures,12,25,1998,12/25/1998,98126565,170,Terrence Malick,156,0,463,Miranda Otto,648,Nick Stahl,138941,1937,Dash Mihok,0,battle|hill|jungle|multiple perspectives|tropical island,English,United States,568,7.6,0
The Thing,"{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/9O8LH1fyDNIR26UdtQK4NLGbvLI.jpg', 'backdrop_path': '/lUPruOqjDhZrCKz9Ze2tCufPxHR.jpg'}",15000000,Horror,Mystery,Science Fiction,,,16.83125,Universal Pictures,Turman-Foster Company,6,25,1982,6/25/1982,19629760,109,John Carpenter,297,0,145,Richard Masur,957,Wilford Brimley,258078,1757,David Clennon,0,alien creature|alien life form|antarctica|isolation|paranoia,English,United States,163,8.2,23000
The Thing,"{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/9O8LH1fyDNIR26UdtQK4NLGbvLI.jpg', 'backdrop_path': '/lUPruOqjDhZrCKz9Ze2tCufPxHR.jpg'}",35000000,Horror,Science Fiction,Mystery,Thriller,,10.169411,Universal Pictures,Strike Entertainment,10,12,2011,10/12/2011,28128670,103,John Carpenter,297,0,145,Richard Masur,957,Wilford Brimley,258078,1757,David Clennon,0,alien creature|alien life form|antarctica|isolation|paranoia,English,United States,163,8.2,23000
The Thirteenth Floor,NA,16000000,Thriller,Science Fiction,Mystery,,,9.356587,Columbia Pictures,Centropolis Film Productions,4,16,1999,4/16/1999,18564088,100,Josef Rusnak,111,9,363,Craig Bierko,599,Gretchen Mol,51996,2389,Brad William Henke,0,amnesia|barricade|letter|time|virtual reality,English,Germany,380,7,0
The Thomas Crown Affair,NA,48000000,Drama,Crime,Romance,,,10.961226,Irish Dreamtime,Metro-Goldwyn-Mayer (MGM),8,6,1999,8/6/1999,124305181,113,John McTiernan,152,323,835,Faye Dunaway,1000,Mark Margolis,73068,4660,Denis Leary,0,art|insurance investigator|martinique|painting|trust,English,United States,977,6.8,0
The Thomas Crown Affair,NA,4300000,Romance,Crime,Thriller,Drama,,9.444818,The Mirisch Corporation,Solar Productions,6,19,1968,6/19/1968,0,102,John McTiernan,152,323,835,Faye Dunaway,1000,Mark Margolis,73068,4660,Denis Leary,0,art|insurance investigator|martinique|painting|trust,English,United States,977,6.8,0
The Three Musketeers,NA,30000000,Action,Adventure,Comedy,,,6.34785,Walt Disney Pictures,Caravan Pictures,11,11,1993,11/11/1993,53898845,105,Paul W.S. Anderson,228,545,5000,Logan Lerman,14000,Milla Jovovich,88542,27694,Orlando Bloom,8,box office flop|cardinal richelieu|critically bashed|duel|musketeer,English,Germany,8000,5.8,19000
